# Probe Set ID	Gene Symbol
17028377	LOC100294145 
17028381	BRD2 
17028407	HLA-DPB1 
17028426	SLC39A7 
17028442	HSD17B8 
17028455	RING1 
17028466	VPS52 
17028475	RPS18 
17028491	B3GALT4 
17028495	PFDN6 
17028512	SCAND3 
17028529	TRIM27 
17028632	ZFP57 
17028641	HLA-F-AS1 
17028653	IFITM4P 
17028655	FBRSL1 
17028680	RNF39 
17028723	TRIM26 
17028756	GNL1 
17028781	PPP1R10 
17028809	DHX16 
17028837	PPP1R18 
17028847	NRM 
17028857	MDC1 
17028888	FLOT1 
17028909	IER3 
17028916	LINC00243 
17028938	C6orf15 
17028942	CDSN 
17028984	POU5F1 
17029003	HLA-C 
17029036	SNORD84  
17029082	LTB 
17029087	NCR3 
17029144	C6orf47 
17029148	GPANK1 
17029175	ABHD16A 
17029219	LY6G6C 
17029226	DDAH2 
17029254	SAPCD1 
17029328	LSM2 
17029337	HSPA1L 
17029348	NEU1 
17029363	SLC44A4 
17029389	EHMT2 
17029432	RDBP 
17029456	DOM3Z 
17029478	TNXB 
17029555	FKBPL 
17029579	AGPAT1 
17029594	AGER 
17029618	PBX2 
17029639	NOTCH4 
17029712	HLA-DRB1 
17029807	HLA-DMB 
17029733	MIR3135B 
17029735	HLA-DQB2 
17029745	TAP2 
17029774	PSMB8 
17029788	TAP1 
17037290	HLA-DMB 
17029833	HLA-DOA 
17105076	P2RY10 
17029860	COL11A2 
17029917	RXRB 
17029942	VPS52 
17029971	WDR46 
17029997	RGL2 
17030026	TAPBP 
17030047	ZBTB22 
17030053	DAXX 
17030176	HLA-G 
16672390	IFI16 
17030203	HCG9 
17030207	ZNRD1 
17030216	PPP1R11 
17030233	TRIM40 
17030243	TRIM15 
17030260	TRIM39-RPP21  
17030288	HLA-E 
17030304	PRR3 
17030316	ABCF1 
17030351	MRPS18B 
17030363	ATAT1 
17030388	C6orf136 
17030400	MDC1 
17030404	TUBB 
17030417	IER3 
17030426	DDR1 
17030541	MUC22 
17030550	PSORS1C1 
17030560	TCF19 
17030570	HCG27 
17030575	HCG26 
17030589	MCCD1 
17030610	LTA 
17030620	TNF 
17030627	LST1 
17030643	AIF1 
17030655	PRRC2A 
17030705	APOM 
17030721	CSNK2B 
17030746	LY6G6F 
17030773	MSH5-SAPCD1 
17030820	HSPA1B  
17030833	HSPA1B  
17030840	C6orf48 
17030853	EHMT2 
17030923	SKIV2L 
17031045	C4B 
17031121	EGFL8  
16698949	KCNH1 
17031153	LOC100509457  
17031171	HLA-DQB1-AS1 
16910959	OXT 
17031209	BRD2 
17031219	HLA-DPB1 
17031238	SLC39A7 
17031254	HSD17B8 
17031267	RING1 
17031280	VPS52 
17031289	RPS18 
17031305	B3GALT4 
17031309	PFDN6 
17031422	HLA-F-AS1 
17031434	IFITM4P 
17031436	HCG4 
17031459	RNF39 
17031500	TRIM26 
17031535	GNL1 
17031560	PPP1R10 
17031588	DHX16 
17031616	PPP1R18 
17031625	NRM 
17031635	MDC1 
17031666	FLOT1 
17031687	IER3 
17031716	C6orf15 
17031720	CDSN 
17031762	POU5F1 
17031781	HLA-C 
17031824	DDX39B 
17031847	SNORD84  
17031849	DDX39B 
17031855	SNORD84  
17031857	SNORD84  
17031867	LTB 
17031872	NCR3 
17031933	GPANK1 
17031960	ABHD16A 
17032004	LY6G6C 
17032011	DDAH2 
17032027	CLIC1 
17032039	SAPCD1 
17032114	LSM2 
17032123	HSPA1L 
17032134	NEU1 
17032149	SLC44A4 
17032175	EHMT2 
17032218	RDBP 
17032242	DOM3Z 
17032267	TNXB 
17032343	FKBPL 
17032389	HLA-DRB3 
17032402	LOC100509457  
17032423	HLA-DQB2 
17032433	TAP2 
17032462	PSMB8 
17032476	TAP1 
17012313	NCOA7 
17032519	HLA-DOA 
17038687	HLA-DPB1 
17032547	COL11A2 
17032604	RXRB 
17032627	VPS52 
17032655	WDR46 
17032681	RGL2 
17032710	TAPBP 
17032731	ZBTB22 
17032737	DAXX 
17032866	LOC554223 
17032870	HLA-G 
17097132	LPAR1 
17032900	HCG9 
17032904	ZNRD1 
17032913	PPP1R11 
17032930	TRIM40 
17032940	TRIM15 
17032965	TRIM39-RPP21  
17032993	HLA-E 
17033009	PRR3 
17033021	ABCF1 
17033056	MRPS18B 
17033068	ATAT1 
17033093	C6orf136 
17033105	MDC1 
17033109	TUBB 
17033122	IER3 
17033131	DDR1 
17033192	VARS2 
17033198	VARS2 
17033246	MUC22 
17033265	TCF19 
17033297	MICB 
17033306	MCCD1 
17033327	LTA 
17033337	TNF 
17033344	LST1 
17033360	PRRC2A 
17033412	APOM 
17033425	C6orf47 
17033428	CSNK2B 
17033451	LY6G6F 
17033478	MSH5 
17033549	EGFL8  
17033588	RNF5 
16713352	ZNF25 
17033617	LOC100509457  
17033639	LOC100293977  
17033646	HLA-DQA2 
17033653	LOC100507463 
17033661	PSMB9 
17033678	BRD2 
16895179	TP53I3 
17033723	SLC39A7 
17033739	HSD17B8 
17033752	RING1 
17033765	VPS52 
17033780	TRIM27 
17033878	HLA-F-AS1 
17033890	IFITM4P 
17033892	HCG4 
17033956	TRIM26 
17033974	HCG18 
17033989	GNL1 
17034014	PPP1R10 
17034042	DHX16 
17034070	PPP1R18 
17034080	NRM 
17034090	MDC1 
17034121	FLOT1 
17034129	FLOT1 
17034143	IER3 
17034161	SFTA2 
17034168	C6orf15 
17034172	CDSN 
17034217	POU5F1 
17034236	HLA-C 
17034296	SNORD84  
17034319	SNORD84  
17034321	DDX39B 
17034327	SNORD84  
17034329	SNORD84  
17034339	LTB 
17034344	NCR3 
17034399	C6orf47 
17034403	GPANK1 
17034430	ABHD16A 
17034474	LY6G6C 
17034481	DDAH2 
17034497	CLIC1 
17034509	NEU1 
17034528	TNXB 
17034570	AGPAT1 
17034585	AGER 
17034609	PBX2 
17034630	NOTCH4 
17034705	HLA-DRB4 
17034714	HLA-DRB3 
17034749	HLA-DQB2 
17034759	TAP2 
17034777	PSMB8 
17034791	TAP1 
17055630	TWISTNB 
17034837	HLA-DOA 
17025230	TAGAP 
17034867	COL11A2 
17034924	RXRB 
17034947	VPS52 
17035022	HLA-F 
17035037	HLA-G 
16997404	WDR41 
17035064	ZNRD1 
17035073	PPP1R11 
17035090	TRIM40 
17035100	TRIM15 
17035115	HLA-E 
17035129	PRR3 
17035141	ABCF1 
17035176	MRPS18B 
17035188	ATAT1 
17035213	C6orf136 
17035225	MDC1 
17035229	TUBB 
17035242	MIR4640  
17035264	VARS2 
17035325	MUC21 
17035337	MUC22 
17035356	TCF19 
16729789	PRSS23 
17035373	HCG26 
17035375	MICB 
17035387	MCCD1 
17035408	LTA 
17035418	TNF 
17035425	LST1 
17035441	AIF1 
17035453	PRRC2A 
17035503	APOM 
17035516	C6orf47 
17035519	CSNK2B 
17035542	LY6G6F 
17035568	MSH5-SAPCD1 
17035616	EHMT2 
17035686	SKIV2L 
17035749	C4A 
17035827	EGFL8  
17035866	RNF5 
17035880	HLA-DRA 
17035911	HLA-DQB1 
16767270	MDM1 
17035950	BRD2 
16776339	TNFSF13B 
17035987	SLC39A7 
17036003	HSD17B8 
17036016	RING1 
17036029	VPS52 
17036038	RPS18 
17036054	B3GALT4 
17036058	PFDN6 
17036079	TRIM27 
17036088	TRIM27 
17036169	HLA-F-AS1 
17036173	IFITM4P 
17036175	HCG4 
17036198	RNF39 
17036239	TRIM26 
17036256	GNL1 
17036281	PPP1R10 
17036309	DHX16 
17036337	PPP1R18 
17036347	NRM 
17036357	MDC1 
17036388	FLOT1 
17036418	C6orf15 
17036422	CDSN 
17036467	POU5F1 
17036486	HLA-C 
17036519	ATP6V1G2-DDX39B 
17036544	DDX39B 
17036567	SNORD84  
17036569	DDX39B 
17036575	SNORD84  
17036577	SNORD84  
17036587	LTB 
17036592	NCR3 
17036647	C6orf47 
17036651	GPANK1 
17036678	ABHD16A 
17036722	LY6G6C 
17036729	DDAH2 
17036745	CLIC1 
17036757	SAPCD1 
17036832	LSM2 
17036841	NEU1 
17036856	SLC44A4 
17036882	EHMT2 
17036925	RDBP 
17036949	DOM3Z 
17036971	TNXB 
17037071	AGPAT1 
17037086	AGER 
17037109	PBX2 
17037128	NOTCH4 
17037670	HLA-A 
17037218	HLA-DQB2 
17037228	TAP2 
17037257	PSMB8 
17037271	TAP1 
17033704	HLA-DPB1 
17017998	HLA-DMB 
17037317	HLA-DOA 
16931957	CECR1 
17037347	COL11A2 
17037404	RXRB 
17037427	VPS52 
17037456	WDR46 
17037482	RGL2 
17037511	TAPBP 
17037532	ZBTB22 
17037538	DAXX 
17037658	HLA-G 
17099887	DNLZ 
17037693	ZNRD1 
17037719	TRIM40 
17037729	TRIM15 
17037746	TRIM39-RPP21  
17037774	HLA-E 
17037788	PRR3 
17037800	ABCF1 
17037835	MRPS18B 
17037847	ATAT1 
17037872	C6orf136 
17037888	TUBB 
17037907	DDR1 
17037948	VARS2 
17038007	DPCR1 
17038014	MUC21 
17038025	MUC22 
17038044	TCF19 
17038059	MICA 
17038075	MICB 
17038086	MCCD1 
17038107	LTA 
17038117	TNF 
17038124	LST1 
17038140	AIF1 
17038153	PRRC2A 
17038205	APOM 
17038218	C6orf47 
17038267	MSH5 
17038297	HSPA1B  
17038309	HSPA1B  
17038315	C6orf48 
17038348	EHMT2 
17038418	SKIV2L 
17038541	PPT2-EGFL8 
17038580	RNF5 
17038596	HLA-DRA 
17038609	HLA-DQA1 
17071412	SPAG1 
17038629	HLA-DQA2 
17038636	LOC100507463 
17038644	PSMB9 
17038661	BRD2 
17025267	SOD2 
17038706	SLC39A7 
17038722	HSD17B8 
17038735	RING1 
17038750	VPS52 
17038759	RPS18 
17038775	B3GALT4 
17038779	PFDN6 
17038792	KIFC1 
17038808	PHF1 
17038817	TRIM27 
17038920	HLA-F-AS1 
17038932	IFITM4P 
17038957	RNF39 
17038998	TRIM26 
17039017	HCG18 
17039032	GNL1 
17039057	PPP1R10 
17039085	DHX16 
17039113	PPP1R18 
17039123	NRM 
17039133	MDC1 
17039163	FLOT1 
17039184	IER3 
17039213	C6orf15 
17039217	CDSN 
17039262	POU5F1 
17039281	HLA-C 
17039337	DDX39B 
17039360	SNORD84  
17039362	DDX39B 
17039368	SNORD84  
17039370	SNORD84  
17039380	LTB 
17039385	NCR3 
17039442	C6orf47 
17039473	ABHD16A 
17039517	LY6G6C 
17039524	DDAH2 
17039540	CLIC1 
17039552	VARS 
17039565	LSM2 
17039574	HSPA1L 
17039585	NEU1 
17039600	SLC44A4 
17039625	EHMT2 
17039668	RDBP 
17039692	DOM3Z 
17039714	TNXB 
17039779	AGPAT1 
17039794	AGER 
17039818	PBX2 
17039839	NOTCH4 
16992122	DOCK2 
17039914	HLA-DRB1 
16975671	CORIN 
17039935	HLA-DQB2 
17039945	TAP2 
17039963	PSMB8 
17039977	TAP1 
17076726	PLAT 
17040023	HLA-DOA 
16929855	LGALS1 
17040053	COL11A2 
17040110	RXRB 
17040137	VPS52 
17040166	WDR46 
17040192	RGL2 
17040221	TAPBP 
17040242	ZBTB22 
17040248	DAXX 
17040371	LOC554223 
17040375	HLA-G 
17078999	LOC100127983 
17040405	HCG9 
17040409	ZNRD1 
17040418	PPP1R11 
17040435	TRIM40 
17040445	TRIM15 
17040488	HLA-E 
17040502	PRR3 
17040514	ABCF1 
17040549	MRPS18B 
17040561	ATAT1 
17040586	C6orf136 
17040598	MDC1 
17040602	TUBB 
17040615	IER3 
17040622	MUC22 
17040632	TCF19 
17040642	HCG27 
17040647	MICA 
17040665	HCP5 
17040670	MICB 
17040681	MCCD1 
17040702	LTA 
17040712	TNF 
17040719	LST1 
17040735	AIF1 
17040748	PRRC2A 
17040800	APOM 
17040813	C6orf47 
17040864	MSH5-SAPCD1  
17040868	MSH5-SAPCD1 
17040899	EHMT2 
17040967	SKIV2L 
17041030	C4B 
17041111	C4B 
17041169	EGFL8  
17041209	RNF5 
17041225	HLA-DRA 
17041240	LOC100509457  
17041260	HLA-DQA2 
17041292	BRD2 
17041318	HLA-DPB1 
17041336	VPS52 
17041345	RPS18 
17041352	KIFC1 
17041368	PHF1 
17041393	SYNGAP1 
17041432	TRIM27 
17041519	HCG4 
17041542	RNF39 
17041583	TRIM26 
17041616	GNL1 
17041641	PPP1R10 
17041669	DHX16 
17069402	UG0898H09 
17041700	MDC1 
17041731	FLOT1 
17041752	IER3 
17041763	POU5F1 
17041782	HLA-C 
17041815	SNORD84  
17041863	LTB 
17041868	NCR3 
17041925	C6orf47 
17041956	ABHD16A 
17042000	LY6G6C 
17042007	DDAH2 
17042023	CLIC1 
17042101	NEU1 
17042117	SLC44A4 
17042143	EHMT2 
17042173	RDBP 
17042197	DOM3Z 
17042222	TNXB 
17042275	AGPAT1 
17042290	AGER 
17042314	PBX2 
17042335	NOTCH4 
17042431	MIR3135B 
17042433	HLA-DQB2 
17042443	TAP2 
17042473	PSMB8 
17042487	TAP1 
16861647	KCNK6 
16805397	LOC145820 
17042534	HLA-DOA 
16919022	SAMHD1 
17042562	COL11A2 
17042619	VPS52 
17042650	CUTA 
17042719	FLJ44511 
17042735	HEATR2 
17042759	SUN1 
17042805	GET4 
17042844	GPR146 
17042860	GPER 
17042883	UNCX 
17042895	MAFK 
17042905	KIAA1908 
17042936	NUDT1 
17042946	EIF3B 
17042984	CHST12 
17043049	TTYH3 
17043072	AMZ1 
17043157	FOXK1 
17043177	SNORD13P2 
17043179	AP5Z1 
17043214	RBAK 
17043230	WIPI2 
17043294	FSCN1 
17043355	AIMP2 
17043380	USP42 
17043405	RAC1 
17043418	ZDHHC4 
17043437	C7orf26 
17043454	ZNF853 
17043484	PMS2CL 
17043529	C1GALT1 
17043550	MIOS 
17043573	LOC729852 
17043588	GLCCI1 
17043653	PHF14 
17043702	TMEM106B 
17043727	SCIN 
17043760	ARL4A 
17043798	LOC100506025 
17043822	BZW2 
17043843	TSPAN13 
17043856	AHR 
16944262	LSAMP-AS1 
17043982	ITGB8 
17044056	SP4 
17044071	DNAH11 
17044177	IL6 
17044201	KLHL7 
17044232	NUPL2 
17044253	GPNMB 
17044285	MALSU1 
17044300	RPS2P32 
17044302	CCDC126 
17044372	NPY 
17044382	MPP6 
17044414	NFE2L3 
17044423	CBX3 
17044442	SNX10 
17044516	MIR196B 
17044564	TSL 
17044568	TAX1BP1 
17044602	CREB5 
17044650	CHN2 
17044692	PRR15 
17044715	WIPF3 
17044733	PLEKHA8 
17044758	C7orf41 
17044773	ZNRF2 
17044795	DKFZP586I1420 
17044800	GARS 
17044829	INMT-FAM188B 
17044862	AQP1 
17044969	AVL9 
17044997	ZNRF2P1 
17045001	LOC401321 
17045005	FKBP9 
17045032	BBS9 
17045069	RN5S229 
17045078	BMPER 
17045144	SEPT7 
17045182	EEPD1 
17045198	ANLN 
17045303	STARD3NL 
17045320	LOC100506776 
17045354	YAE1D1 
17045369	RALA 
17045380	LINC00265 
17045401	RWDD4 
17045404	CDK13 
17045425	C7orf10 
17045475	MRPL32 
17045538	RNU7-35P 
17045542	STK17A 
17045555	BLVRA 
17045566	UBE2D4 
17045579	SPDYE1 
17045599	DBNL 
17045622	AEBP1 
17045656	YKT6 
17045674	OGDH 
17045708	ZMIZ2 
17045738	PPIA 
17045806	ADCY1 
17045838	IGFBP1 
17045887	C7orf65 
17045917	UPP1 
17046041	IKZF1 
17046066	LOC100129427 
17046135	EGFR 
17046181	LANCL2 
17046228	GBAS 
17046249	MRPS17 
17046254	CCT6A 
17046284	SUMF2 
17046337	MIR3147 
16961551	PLD1 
17046470	ZNF107 
17046482	ZNF138 
17046512	CCT6P3 
17046526	SNORA15 
17046547	ZNF92 
17046559	INTS4L2 
17046586	SNORA22 
17046588	SNORA15 
17046595	VKORC1L1 
17046601	ASL 
17046627	CRCP 
17037303	HLA-DMA 
17046664	KCTD7 
17046680	RABGEF1 
17046683	RABGEF1 
17046702	TMEM248 
17046714	TYW1 
17046740	STAG3L4 
17046838	SBDSP1 
17046845	POM121 
17046873	LOC100507615 
17046876	PMS2L2  
17046886	GTF2IP1 
17046911	NCF1B 
17046948	WBSCR22 
17046974	ABHD11-AS1 
17046979	ABHD11-AS2 
17046982	CLDN4 
17047045	LIMK1 
17047073	EIF4H 
17047088	LAT2 
17047112	CLIP2 
17047176	GTF2I 
17047258	GATSL1 
17047321	WBSCR16 
17047341	STAG3L1 
17047397	RHBDD2 
17047411	POR 
17047459	SNORA14A 
17047461	MDH2 
17047504	HSPB1 
17047530	DTX2 
17047578	LOC100133091 
17047597	DTX2P1-UPK3BP1-PMS2P11 
17047611	LOC100132832 
17047652	PTPN12 
17047688	RSBN1L 
17047707	PHTF2 
17047751	MAGI2-AS1 
17047760	MAGI2-AS3 
17047777	GNAI1 
17047795	CD36 
17047881	DMTF1 
17047918	CROT 
17047965	DBF4 
17048142	GTPBP10 
17048190	CDK14 
17048228	FZD1 
17048246	AKAP9 
17048321	ANKIB1 
17048352	GATAD1 
17048368	RBM48 
17048388	CCDC132 
17048437	GNGT1 
17048450	GNG11 
17048473	COL1A2 
17048538	CASD1 
17048563	PEG10 
17048576	PPP1R9A 
17048613	ASB4 
17048676	DLX6 
17048686	ACN9 
17048706	LMTK2 
17048724	BHLHA15 
17048727	BRI3 
17048738	BRI3 
17048742	NPTX2 
17048754	TRRAP 
17048859	ARPC1A 
17048879	ARPC1B 
17048908	BUD31 
17048923	CPSF4 
17048984	ZNF655 
17049013	ZNF498 
17049076	ZKSCAN1 
17049090	ZSCAN21 
17049103	COPS6 
17049149	CNPY4 
17049170	C7orf59 
17049237	PVRIG 
17049270	PILRB 
17029721	HLA-DQB1 
17049330	MEPCE 
17049408	PCOLCE 
17049426	MOSPD3 
17049443	GNB2 
17049461	POP7 
17049466	EPO 
17049573	SRRT 
17049667	TRIM56 
17049676	SERPINE1 
17049692	AP1S1 
17049702	ZNHIT1 
17049717	EMID2 
17049729	CUX1 
17049797	PRKRIP1 
17049821	LRWD1 
17049852	SPDYE2 
17049865	FLJ35390 
17049869	SPDYE2L 
17049882	FAM185A 
17049924	ARMC10 
17049939	PMPCB 
17049965	PSMC2 
17050002	MLL5 
17050055	RINT1 
17050134	PIK3CG 
17050154	PRKAR2B 
17050171	HBP1 
17050194	GPR22 
17050202	DUS4L 
17050224	BCAP29 
17050280	CBLL1 
17050300	DLD 
17050328	DNAJB9 
17050350	LRRN3 
17050358	LOC100506413 
17050361	ZNF277 
17050381	IFRD1 
17050414	C7orf53 
17050497	MDFIC 
17050522	TES 
17050578	CAV1 
17050591	MET 
17050622	CAPZA2 
17050645	ST7 
17050683	ST7-OT4 
17050736	NAA38 
17039923	HLA-DQB1 
17050778	ING3 
17050797	CPED1 
17050959	HYAL4 
17051079	ARF5 
17051105	SND1 
17051145	MIR593 
17051152	LEP 
17051157	RNU7-27P 
17051159	HILPDA 
17051167	METTL2B 
17051194	FLJ45340 
17051236	CALU 
17051286	FLNC 
17051336	ATP6V1F 
17051374	LOC407835 
17051409	AHCYL2 
17051441	FAM40B 
17051480	NRF1 
17051504	KLHDC10 
17051553	CPA4 
17051601	CPA1 
17051626	MEST 
17051672	MKLN1 
17051745	EXOC4 
17051844	AKR1B15 
17051860	BPGM 
17051872	CALD1 
17051943	TMEM140 
17051965	NUP205 
17052021	C7orf73 
17052078	LOC100130880 
17052104	MIR4468 
17052115	TRIM24 
17052184	UBN2 
17052207	LUC7L2 
17052252	TBXAS1 
17052289	LOC100134229 
17052306	ADCK2 
17052353	AGK 
17052392	FLJ40852 
17052394	SSBP1 
17052417	TAS2R4 
17052421	TAS2R5 
17052603	TRBV6-1 
17052607	TRBV7-1 
17052622	TRBV23-1 
17052629	MTRNR2L6 
17052690	EPHB6 
17052746	TAS2R40 
17052749	GSTK1 
17052767	TMEM139 
17052776	CASP2 
17052823	ZYX 
17052848	TAS2R60 
17052850	TAS2R41 
17052852	LOC100507525 
17052855	CTAGE15P 
17052864	FAM115C 
17052917	CTAGE4 
17052935	OR2A20P 
17052937	OR2A1 
17052939	ARHGEF5 
17053019	CUL1 
17053051	ZNF398 
17053084	ZNF212 
17053092	ZNF783 
17053100	ZNF783 
17053158	SSPO 
17053275	ZNF862 
17053316	LRRC61 
17053371	GIMAP8 
17053379	GIMAP7 
17053384	GIMAP4 
17053393	GIMAP2 
17053401	GIMAP5 
17053421	TMEM176A 
17053436	ABP1 
17053455	NOS3 
17053553	SLC4A2 
17053638	CHPF2 
17053654	NUB1 
17053683	WDR86-AS1 
17053734	GALNT11 
17053769	LOC100128822 
17053775	ACTR3B 
17053850	LOC100132707 
17053864	LOC202781 
17053892	INSIG1 
17053922	LOC644841 
17053925	RBM33 
17054006	NOM1 
17054040	UBE3C 
17054074	DNAJB6 
17054126	LOC100506557 
17054149	WDR60 
17054243	PDGFA 
17054302	COX19 
17054323	MIR339 
17054328	ZFAND2A 
17054377	INTS1 
17054439	TMEM184A 
17054460	PSMG3 
17054474	LOC100505644 
17054479	MAD1L1 
17054532	FTSJ2 
17054540	SNX8 
17054581	BRAT1 
17054614	GNA12 
17054755	TNRC18 
17054821	MIR589 
17054823	ACTB 
17054846	LOC100653350 
17054852	RNF216 
17054923	PMS2 
17054950	EIF2AK1 
17054980	CYTH3 
17055006	FAM220A 
17055013	DAGLB 
17055039	KDELR2 
17055082	ZNF12 
17055140	COL28A1 
17055191	RPA3 
17055216	ICA1 
17055247	NDUFA4 
17055263	THSD7A 
17055447	MEOX2 
17055459	ISPD 
17055480	ANKMY2 
17055501	AGR2 
17055556	SNX13 
17055614	TWIST1 
17055626	FERD3L 
16905521	TTC30A 
17097661	TNC 
17055697	CDCA7L 
17055715	RAPGEF5 
17055789	TOMM7 
17055804	FAM126A 
17055828	IGF2BP3 
17055863	TRA2A 
17055884	CLK2P 
17055910	DFNA5 
17055937	OSBPL3 
17055978	C7orf31 
17056031	HNRNPA2B1 
17056072	SKAP2 
17056137	HOXA5 
17056152	HOXA7 
17056160	HOXA10 
16778849	LCP1 
17056192	HOXA13 
17056211	HIBADH 
17056248	CPVL 
17056291	SCRN1 
17056310	FKBP14 
17056328	NOD1 
17056358	GGCT 
17056461	LSM5 
17056476	DPY19L1P1 
17056493	KBTBD2 
17056506	RP9P 
17056515	NT5C3 
17056587	DPY19L1 
17056625	TBX20 
17056649	HERPUD2 
16957636	ZBTB20 
17056740	ELMO1 
17056785	MIR1200 
17056813	TARP 
16777812	KATNAL1 
17056823	TARP 
16805594	MEF2A 
16706630	FAM213A 
17056837	TARP 
17056896	VPS41 
17056963	LINC00265 
17056968	MPLKIP 
17056984	INHBA 
17056992	GLI3 
17057035	PSMA2 
17057066	COA1 
17057092	URGCP 
17057114	POLR2J4 
17057134	RASA4CP 
17057143	PGAM2 
17057149	POLM 
17057174	POLD2 
17057202	MYL7 
17057238	CAMK2B 
17057329	DDX56 
17057354	TMED4 
17057369	H2AFV 
17057378	PURB 
17057413	SNHG15 
17057424	NACAD 
17057433	TBRG4 
17057460	SNORA5A 
17057464	SEPT7P2 
17057478	IGFBP3 
17057525	TNS3 
17057579	HUS1 
17057718	FIGNL1 
17057759	GRB10 
17057813	COBL 
17057868	FLJ45974 
17057884	SEC61G 
17057894	LOC100507500 
17057946	PSPH 
17057983	CHCHD2 
17057990	NUPR1L 
17058026	LOC401357 
17058121	ZNF680 
17058142	ZNF117 
17058152	ERV3-1 
17058176	GUSB 
17058233	GTF2IRD1P1 
17058249	SBDS 
17058261	PMS2P4 
17058335	TYW1B 
17058351	SPDYE7P 
17058365	TRIM74 
17058372	STAG3L3 
17058394	SPDYE8P 
17058405	SPDYE8P 
17058427	NSUN5 
17058460	BAZ1B 
17058484	BCL7B 
17058551	DNAJC30 
17058557	STX1A 
17058582	ABHD11 
17058601	CLDN3 
17058605	WBSCR27 
17058617	RFC2 
17058651	STAG3L2 
17058672	GTF2IRD2 
17058697	WBSCR16 
17058719	NCF1C 
17058731	GTF2IP1 
17058776	PMS2P5 
17058784	LOC100507615 
17058787	POM121C 
17058812	POLR2J4 
17058815	PMS2P3 
17058826	HIP1 
17058878	TMEM120A 
17058891	STYXL1 
17058905	YWHAG 
17058928	SPDYE7P 
17058936	POMZP3 
17058952	SPDYE8P 
16743943	MSANTD4 
17058978	PION 
17059039	TMEM60 
17059119	SEMA3C 
17059165	HGF 
17059195	CACNA2D1 
16911108	SMOX 
17059388	KIAA1324L 
17059427	C7orf23 
17059444	TP53TG1 
17059491	ABCB1 
17059532	SLC25A40 
17059551	SRI 
17059567	STEAP4 
17059597	LOC100507508 
17059616	MTERF 
17059628	CYP51A1 
17059660	KRIT1 
17059696	ERVW-1 
17059702	PEX1 
17059756	CDK6 
17059771	SAMD9 
16998906	MCC 
17059828	TFPI2 
17059840	BET1 
17059872	SGCE 
17059932	PON2 
17059955	PDK4 
17059974	SLC25A13 
17060026	SHFM1 
17060039	DLX6-AS1 
17060049	DLX5 
17060061	ASNS 
17060085	MGC72080 
17060143	BAIAP2L1 
17060167	TMEM130 
17060186	SMURF1 
17060224	PDAP1 
17060237	ATP5J2 
17060267	ATP5J2-PTCD1  
17060270	ZNF394 
17060281	FAM200A 
17060287	CYP3A5 
17060317	CYP3A7-CYP3AP1 
17060360	TRIM4 
17060394	ZNF3 
17060412	MCM7 
17060446	MIR106B 
17060448	TAF6 
17060481	C7orf43 
17060503	GAL3ST4 
17060531	GATS 
17060545	PMS2P1 
17060585	PPP1R35 
17060599	TSC22D4 
17060611	SAP25 
17060618	LRCH4 
17060627	LRCH4 
17060758	EPHB4 
17060787	UFSP1 
17060791	ACHE 
17060824	VGF 
17060840	MOGAT3 
17060857	PLOD3 
17060894	CLDN15 
17060909	FIS1 
17060923	RABL5 
17060961	SPDYE2 
17060983	POLR2J 
17060989	RASA4 
17061048	UPK3BL  
17061106	RASA4 
17061108	RASA4 
17061110	RASA4 
17061112	RASA4 
17061119	RASA4 
17061121	RASA4 
17061123	RASA4 
17061131	RASA4 
17061138	POLR2J2 
17061189	NAPEPLD 
17061238	DNAJC2 
17061374	ORC5 
17061421	LOC100216545 
17061430	LOC100216546 
17061433	SRPK2 
17061467	PUS7 
17061492	EFCAB10 
17061504	ATXN7L1 
17061532	SYPL1 
17061582	CCDC71L 
17061592	COG5 
17061662	LAMB1 
17061716	LAMB4 
17061759	NRCAM 
17061807	PNPLA8 
17061827	THAP5 
17061859	IMMP2L 
17061876	IMMP2L-IT1 
17061881	DOCK4 
17061958	TMEM168 
17061972	C7orf60 
17061992	GPR85 
17062000	LOC401397 
17062049	TFEC 
17062112	ST7-AS2 
17062127	WNT2 
17062163	CTTNBP2 
17062230	TSPAN12 
17062255	FAM3C 
17062280	AASS 
17062321	CADPS2 
17062460	WASL 
16859105	SYDE1 
17062502	POT1 
17062580	ZNF800 
17062592	GCC1 
17062639	RBM28 
17062664	PRRT4 
17062679	IMPDH1 
17062704	OPN1SW 
17062711	KCP 
17062768	TNPO3 
17062811	UBE2H 
17062853	TMEM209 
17062878	CEP41 
17062906	COPG2 
17062945	LOC646329 
17062955	FLJ43663 
17062985	PODXL 
17063005	PLXNA4 
17063047	CHCHD3 
17063066	EEF1G 
17063073	SLC35B4 
17063100	AKR1B1 
17063121	C7orf49 
17063141	WDR91 
17063168	CNOT4 
17063194	SLC13A4 
17063233	LUZP6 
17063254	PTN 
17063311	CREB3L2 
17063366	ATP6V0A4 
17063394	KIAA1549 
17063420	ZC3HAV1L 
17063428	ZC3HAV1 
17063448	LOC100129148 
17063452	KLRG2 
17063461	HIPK2 
17063480	PARP12 
17063507	JHDM1D 
17063536	SLC37A3 
17063573	RN5S248 
17063601	DENND2A 
17063628	NDUFB2-AS1 
17063631	BRAF 
17063656	MRPS33 
17063767	TRBV6-9 
17063779	TRBV5-6 
17063783	TRBV7-6 
17063803	TRBV6-5 
17063814	TRBV11-1 
